CEO_name,Company,Left_Date,Start_Date,YEAR,Salary (x1000),Age,Title,Gender,City,State,Ticker,SEC Filing
Paul W. Jones,SMITH (A.O.),1/1/2012,1/1/2006,2011,1000,62,"Chairman, Chief Executive Officer and Member of Investment Policy Committee",MALE,Milwaukee,WI,AOS,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AOS
Ajita G. Rajendra,SMITH (A.O.),9/1/2018,1/1/2013,2017,1030,65,Executive Chairman and Chief Executive Officer,MALE,Milwaukee,WI,AOS,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AOS
Kevin J. Wheeler,SMITH (A.O.),Current,9/1/2018,2023,1076.5,63,"Chairman, President, & CEO",MALE,Milwaukee,WI,AOS,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AOS
G. Lee Thompson,SMITH CORONA CORP,3/24/1995,1/1/1986,1995,270.215,61,chmn. & CEO,MALE,Cleveland,OH,SITM.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SITM.1
Ronald F. Stengel,SMITH CORONA CORP,2/28/1997,7/1/1995,1997,Mentioned as zero,49,chmn.,MALE,Cleveland,OH,SITM.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SITM.1
W. Michael Driscoll,SMITH CORONA CORP,7/17/1998,2/28/1997,1998,260.585,,pres. & CEO,MALE,Cleveland,OH,SITM.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SITM.1
John A. Bermingham,SMITH CORONA CORP,Current,11/4/1998,1999,197.692,54,president & CEO,MALE,Cleveland,OH,SITM.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SITM.1
Douglas L. Rock,SMITH INTERNATIONAL INC,6/1/2004,3/31/1989,2008,1347.115,61,"chairman, president, CEO & chief operating officer",MALE,Houston,TX,SII.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SII.1
John Anthony Yearwood,SMITH INTERNATIONAL INC,8/27/2010,1/1/2009,2009,942.308,49,"Chief Executive Officer, President, Chief Operating Officer and Director",MALE,Houston,TX,SII.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SII.1
"William W. Smith, Jr.",SMITH MICRO SOFTWARE INC,Current,1/1/1982,2023,460.417,75,"Co-Founder, Chairman of the Board, President & CEO",MALE,Pittsburgh,PA,SMSI,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SMSI
Joseph W. Luter III,SMITHFIELD FOODS INC,8/31/2006,5/1/1995,2005,850,67,chairman & CEO,MALE,Smithfield,VA,0173A,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0173A
C. Larry Pope,SMITHFIELD FOODS INC,12/31/2015,9/1/2006,2015,1500,60,"Chief Executive Officer, Executive Director and Member of Executive Committee",MALE,Smithfield,VA,0173A,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0173A
Jeffrey P. Smith,SMITHS FOOD & DRUG  -CL B,5/1/1996,1/1/1988,1995,704.206,45,chmn. & CEO,MALE,Salt Lake City,UT,SFD.2,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SFD.2
Ronald W. Burkle,SMITHS FOOD & DRUG  -CL B,Current,5/1/1996,1996,Mentioned as zero,44,CEO,MALE,Salt Lake City,UT,SFD.2,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SFD.2
Richard K. Smucker,SMUCKER (JM) CO,5/1/2016,2/1/2001,2015,1038.462,68,Executive Chairman,MALE,Orrville,OH,SJM,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SJM
Timothy P. Smucker,SMUCKER (JM) CO,8/16/2011,2/1/2001,2011,678.819,68,Chairman,MALE,Orrville,OH,SJM,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SJM
Mark T. Smucker,SMUCKER (JM) CO,Current,5/1/2016,2022,1143.077,53,"CEO, President & Chairman",MALE,Orrville,OH,SJM,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SJM
Paul H. Smucker,SMUCKER (JM) CO,Current,,1997,275,81,chmn.-executive committee,MALE,Orrville,OH,SJM,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SJM
Patrick J. Moore,SMURFIT-STONE CONTAINER CORP,Current,1/1/2002,2010,1107,55,Chief Executive Officer and Director,MALE,Norcross,GA,SSCC.,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SSCC.
Robert A. Cornog,SNAP-ON INC,4/1/2001,7/1/1991,2000,760,60,"chairman, president & CEO",MALE,Kenosha,WI,SNA,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SNA
Dale F. Elliott,SNAP-ON INC,11/1/2004,4/1/2001,2004,601.923,49,"chairman, president & CEO",MALE,Kenosha,WI,SNA,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SNA
Jack D. Michaels,SNAP-ON INC,12/1/2007,11/15/2004,2007,890,67,chairman & retired CEO,MALE,Kenosha,WI,SNA,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SNA
Nicholas T. Pinchuk,SNAP-ON INC,Current,12/18/2007,2023,1142.473,76,"Chairman, CEO & President",MALE,Kenosha,WI,SNA,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SNA
Daniel M. Snyder,SNYDER COMMUNICATIONS INC,Current,1/1/1987,1999,300,35,chmn. & CEO,MALE,Bethesda,MD,SNC.3,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SNC.3
John C. Snyder,SNYDER OIL CORP,Current,,1997,384.984,56,chmn. & CEO,MALE,Fort Worth,TX,SNY.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SNY.1
John William Disher,SNYDERS-LANCE INC,4/1/1995,1/1/1990,1994,285.628,61,chmn. & CEO,MALE,Charlotte,NC,LNCE,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LNCE
Paul A. Stroup III,SNYDERS-LANCE INC,5/11/2005,4/1/1995,2004,327.358,53,"chairman, president & CEO",MALE,Charlotte,NC,LNCE,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LNCE
David V. Singer,SNYDERS-LANCE INC,5/3/2013,5/11/2005,2012,746.75,56,"Chief Executive Officer, Director, Chairman of Banking & Contracts Committee and Member of Executive Committee",MALE,Charlotte,NC,LNCE,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LNCE
"Carl E. Lee, Jr.",SNYDERS-LANCE INC,4/11/2017,5/3/2013,2016,860,56,"Chief Executive Officer, President and Director",MALE,Charlotte,NC,LNCE,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LNCE
Brian J. Driscoll,SNYDERS-LANCE INC,3/26/2018,4/1/2017,2017,657.692,58,"CEO, President & Director",MALE,Charlotte,NC,LNCE,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LNCE
John E. Heine,SOLA INTERNATIONAL INC,3/31/2000,11/1/1981,1999,541.193,55,pres. & CEO,MALE,San Diego,CA,SOL.3,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SOL.3
Jeremy C. Bishop,SOLA INTERNATIONAL INC,Current,4/1/2000,2003,525,54,president & CEO,MALE,San Diego,CA,SOL.3,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SOL.3
Guy Sella,SOLAREDGE TECHNOLOGIES INC,Current,1/1/2006,2019,515.415,55,"Co-Founder, Chairman of the Board and Chief Executive Officer",MALE,Herzliya,,SEDG,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SEDG
Zvi Lando,SOLAREDGE TECHNOLOGIES INC,Current,8/21/2019,2023,816.851,58,CEO & Director,MALE,Herzliya,,SEDG,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SEDG
Michael S. Bennett,SOLARWINDS CORP,3/1/2010,6/1/2006,2009,400,57,Executive Chairman,MALE,Austin,TX,SWI,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SWI
Kevin B. Thompson,SOLARWINDS CORP,1/4/2021,3/1/2010,2020,700,55,"Chief Executive Officer, President and Director",MALE,Austin,TX,SWI,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SWI
Sudhakar Ramakrishna,SOLARWINDS CORP,Current,1/4/2021,2023,750,55,"President, CEO & Director",MALE,Austin,TX,SWI,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SWI
Koichi Nishimura,SOLECTRON CORP,Current,1/1/1991,2002,846.731,64,"chairman, president & CEO",MALE,San Jose,CA,SLR,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SLR
Michael R. Cannon,SOLECTRON CORP,Current,1/1/2003,2006,1000,54,president & CEO,MALE,San Jose,CA,SLR,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SLR
Anthony Aquila,SOLERA HOLDINGS INC,Current,4/1/2005,2015,890.769,50,"Founder, Chairman of the Board, Chief Executive Officer and President",MALE,Westlake,TX,SLH,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SLH
Robert G. Potter,SOLUTIA INC,4/28/1999,1/1/1986,1998,620.833,59,chmn. & CEO,MALE,Gonzalez,FL,SOA,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SOA
John C. Hunter III,SOLUTIA INC,5/3/2004,4/28/1999,2003,800,57,"chairman, president & CEO",MALE,Gonzalez,FL,SOA,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SOA
"Jeffry N. Quinn, CPA, J.D.",SOLUTIA INC,7/1/2012,5/1/2005,2011,947,52,"Chairman, Chief Executive Officer and President",MALE,Gonzalez,FL,SOA,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SOA
"Ronald L. Kuehn, Jr.",SONAT INC,Current,6/1/1984,1998,797.5,63,"chmn., pres. & CEO",MALE,Birmingham,AL,SNT.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SNT.1
O. Bruton Smith,SONIC AUTOMOTIVE INC  -CL A,1/1/2018,1/1/1997,2015,1222.033,88,Co-Founder and Executive Chairman,MALE,Charlotte,NC,SAH,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SAH
B. Scott Smith,SONIC AUTOMOTIVE INC  -CL A,9/24/2018,7/27/2015,2018,1109.821,50,"Co-Founder, Chief Executive Officer, President and Director",MALE,Charlotte,NC,SAH,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SAH
David Bruton Smith,SONIC AUTOMOTIVE INC  -CL A,Current,9/25/2018,2023,1336.366,48,CEO & Chairman,MALE,Charlotte,NC,SAH,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SAH
C. Stephen Lynn,SONIC CORP,4/1/1995,11/1/1983,1995,240.186,47,chmn. & CEO,MALE,Oklahoma City,OK,SONC,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SONC
J. Clifford Hudson,SONIC CORP,12/7/2018,4/1/1995,2018,876.53,64,"Chairman, CEO & President",MALE,Oklahoma City,OK,SONC,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SONC
Robert J. Doris,SONIC SOLUTIONS,9/26/2005,1/1/1986,2004,225,53,president & CEO,MALE,Novato,CA,SNIC,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SNIC
David Cyril Habiger,SONIC SOLUTIONS,Current,9/1/2005,2009,350,41,Chief Executive Officer and President,MALE,Novato,CA,SNIC,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SNIC
Terry N. Holdt,SONICBLUE INC,8/1/1996,1/1/1992,1998,456.338,55,v-chmn.,MALE,Santa Clara,CA,SBLUQ,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SBLUQ
Gary J. Johnson,SONICBLUE INC,12/18/1997,8/1/1996,1997,397.308,38,v-chmn,MALE,Santa Clara,CA,SBLUQ,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SBLUQ
Kenneth F. Potashner,SONICBLUE INC,Current,11/1/1998,2001,661.538,44,"chairman, president & CEO",MALE,Santa Clara,CA,SBLUQ,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SBLUQ
Charles W. Coker,SONOCO PRODUCTS CO,4/15/1998,1/1/1990,1997,723.334,64,chmn. & CEO,MALE,Hartsville,SC,SON,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SON
Peter C. Browning,SONOCO PRODUCTS CO,7/21/2000,4/15/1998,2000,438.331,58,president & CEO,MALE,Hartsville,SC,SON,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SON
"Harris E. DeLoach, Jr.",SONOCO PRODUCTS CO,4/1/2013,7/1/2000,2012,1140.606,67,"Executive Chairman, Chief Executive Officer and Member of Executive Committee",MALE,Hartsville,SC,SON,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SON
M. Jack Sanders,SONOCO PRODUCTS CO,4/2/2018,4/1/2013,2017,1067.936,63,"President, CEO & Director",MALE,Hartsville,SC,SON,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SON
Robert C. Tiede,SONOCO PRODUCTS CO,2/1/2020,4/2/2018,2019,945.983,60,Executive VP & COO,MALE,Hartsville,SC,SON,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SON
Robert Howard Coker,SONOCO PRODUCTS CO,Current,2/2/2020,2023,1192.388,60,"President, CEO & Director",MALE,Hartsville,SC,SON,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SON
Patrick Spence,SONOS INC,Current,1/1/2017,2023,550,48,"CEO, President & Director",MALE,Santa Barbara,CA,SONO,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SONO
Kevin M. Goodwin,SONOSITE INC,3/31/2014,4/1/1998,2011,550,53,"Chief Executive Officer, President and Director",MALE,Bothell,WA,SONO.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SONO.1
"Michael B. Petras, Jr.",SOTERA HEALTH CO,Current,6/20/2016,2023,1050,54,Chairman & CEO,MALE,Broadview Heights,OH,SHC,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SHC
Michael L. Ainslie,SOTHEBY'S,4/1/1994,7/1/1984,1993,430,51,pres. & CEO,MALE,New York,NY,BID,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BID
Diana D. Brooks,SOTHEBY'S,2/1/2000,4/1/1994,1999,600,48,pres. & CEO,FEMALE,New York,NY,BID,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BID
William F. Ruprecht,SOTHEBY'S,11/1/2014,2/1/2000,2014,700,58,"Chairman, Chief Executive Officer, President, Chairman of Executive Committee, Member of Finance Committee and Member of Business Strategy Committee",MALE,New York,NY,BID,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BID
"Thomas S. Smith, Jr.",SOTHEBY'S,10/1/2019,3/31/2015,2018,1400,53,"President, CEO & Director",MALE,New York,NY,BID,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BID
"Ed H. Bowman, Jr.",SOURCECORP INC,Current,11/1/1995,2004,575,58,president & CEO,MALE,Irving,TX,SRCP.,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SRCP.
"E. Wayne Jackson, III",SOURCEFIRE INC,7/14/2008,5/1/2002,2008,162.045,47,,MALE,Columbia,MD,FIRE,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FIRE
John C. Burris,SOURCEFIRE INC,10/2/2012,7/14/2008,2012,227,58,Director,MALE,Columbia,MD,FIRE,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FIRE
"Mack I. Whittle, Jr.",SOUTH FINANCIAL GROUP INC,10/27/2008,1/1/1986,2008,719.63,59,retired president & CEO,MALE,Greenville,SC,TSFG,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TSFG
Herbert Lynn Harton,SOUTH FINANCIAL GROUP INC,10/1/2010,11/13/2008,2009,611.25,47,"Chief Executive Officer, President and Director",MALE,Greenville,SC,TSFG,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TSFG
Edward Joseph Graham,SOUTH JERSEY INDUSTRIES INC,1/1/2015,2/1/2004,2014,720.435,56,"Chairman, Chief Executive Officer and Chairman of Executive Committee",MALE,Folsom,NJ,SJI,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SJI
Michael J. Renna,SOUTH JERSEY INDUSTRIES INC,Current,4/1/2015,2021,814.23,53,"President, CEO & Director",MALE,Folsom,NJ,SJI,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SJI
"Robert R. Hill, Jr.",SOUTH STATE CORP,6/7/2020,10/28/2004,2019,850,52,Executive Chairman,MALE,Winter Haven,FL,SSB,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SSB
John C. Corbett,SOUTH STATE CORP,Current,6/7/2020,2023,1043.25,54,CEO & Director,MALE,Winter Haven,FL,SSB,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SSB
Clarence C. Comer,SOUTHDOWN INC,Current,2/4/1987,1999,590,52,pres. & CEO,MALE,Houston,TX,SDW,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SDW
Edward L. Addison,SOUTHERN CO,3/1/1995,11/1/1983,1994,787.239,63,chmn. & CEO,MALE,Atlanta,GA,SO,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SO
A. W. Dahlberg,SOUTHERN CO,4/1/2000,3/1/1995,1999,903.426,59,chmn. & CEO,MALE,Atlanta,GA,SO,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SO
H. Allen Franklin,SOUTHERN CO,7/1/2004,3/1/2001,2003,966.24,59,chairman & CEO,MALE,Atlanta,GA,SO,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SO
David M. Ratcliffe,SOUTHERN CO,12/1/2010,7/1/2004,2010,1077.522,61,Chairman and Chief Executive Officer,MALE,Atlanta,GA,SO,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SO
Thomas A. Fanning,SOUTHERN CO,5/24/2023,12/1/2010,2022,1682.308,65,"Chairman, President & CEO",MALE,Atlanta,GA,SO,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SO
Christopher C. Womack,SOUTHERN CO,Current,5/24/2023,2023,1245.324,65,"CEO, President & Chairman",MALE,Atlanta,GA,SO,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SO
David R. Jones,SOUTHERN CO GAS,2/1/1998,2/1/1988,1997,495.077,60,pres. & CEO,MALE,Atlanta,GA,SO7,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SO7
"Walter M. Higgins, III",SOUTHERN CO GAS,8/10/2000,1/31/1998,2000,533.923,55,"Chairman, President & CEO",MALE,Atlanta,GA,SO7,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SO7
Paula G. Rosput Reynolds,SOUTHERN CO GAS,Current,8/1/2000,2005,744.231,48,"chairman, president & CEO",FEMALE,Atlanta,GA,SO7,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SO7
Paula G. Rosput,SOUTHERN CO GAS,Current,8/10/2000,2003,622.115,47,"chairman, president & CEO",FEMALE,Atlanta,GA,SO7,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SO7
"John William Somerhalder, II",SOUTHERN CO GAS,12/31/2015,3/3/2006,2015,1037.215,59,"Chairman, Chief Executive Officer, Member of Executive Committee and Member of Finance & Risk Management Committee",MALE,Atlanta,GA,SO7,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SO7
Wendell L. Batchelor,SOUTHERN ENERGY HOMES INC,1/1/2002,1/1/1982,2001,150,59,chairman & CEO,MALE,Addison,AL,SEHI.,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SEHI.
Keith O. Holdbrooks,SOUTHERN ENERGY HOMES INC,Current,1/1/2002,2002,311.371,42,president & CEO,MALE,Addison,AL,SEHI.,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SEHI.
Daniel J. Miglio,SOUTHERN NEW ENG TELECOMM,Current,1/1/1993,1997,508.269,57,"chmn., pres. & CEO",MALE,New Haven,CT,SNG.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SNG.1
"Walter H. Monteith, Jr.",SOUTHERN NEW ENG TELECOMM,Current,,1992,450.527,,chmn. & CEO,MALE,New Haven,CT,SNG.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SNG.1
George L. Lindemann,SOUTHERN UNION CO,3/26/2012,1/1/1990,2011,1000,74,Chairman of the Board and Chief Executive Officer,MALE,Dallas,TX,SUG,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SUG
Bill G. Hartley,SOUTHSIDE BANCSHARES INC,1/5/2012,1/1/1983,2011,546.1,81,Chairman,MALE,Tyler,TX,SBSI,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SBSI
Charles E. Dawson,SOUTHSIDE BANCSHARES INC,12/31/2016,1/5/2012,2016,590,68,"Chief Executive Officer, Secretary, Director, Chief Executive Officer of Southside Bank and Director of Southside Bank",MALE,Tyler,TX,SBSI,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SBSI
"Lee R. Gibson, III, CPA",SOUTHSIDE BANCSHARES INC,Current,1/1/2017,2023,809.608,66,"President, CEO & Director",MALE,Tyler,TX,SBSI,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SBSI
"Wallace D. Malone, Jr.",SOUTHTRUST CORP,Current,,2003,1000,67,"chairman, president & CEO",MALE,Birmingham,AL,SOTR,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SOTR
Herbert D. Kelleher,SOUTHWEST AIRLINES,6/19/2001,9/1/1981,2000,447.708,70,"chairman, president & CEO",MALE,Dallas,TX,LUV,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LUV
James F. Parker,SOUTHWEST AIRLINES,7/15/2004,6/19/2001,2004,337.46,57,vice chairman & CEO,MALE,Dallas,TX,LUV,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LUV
Gary C. Kelly,SOUTHWEST AIRLINES,2/1/2022,7/15/2004,2021,643.75,66,Executive Chairman,MALE,Dallas,TX,LUV,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LUV
Robert E. Jordan,SOUTHWEST AIRLINES,Current,2/1/2022,2023,700,62,"CEO, President & Director",MALE,Dallas,TX,LUV,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LUV
Michael O. Maffie,SOUTHWEST GAS HOLDINGS INC,5/31/2004,5/1/1993,2003,629.055,56,CEO,MALE,Las Vegas,NV,SWX,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SWX
Jeffrey W. Shaw,SOUTHWEST GAS HOLDINGS INC,3/1/2015,6/1/2004,2014,861.507,56,Chief Executive Officer and Director,MALE,Las Vegas,NV,SWX,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SWX
John P. Hester,SOUTHWEST GAS HOLDINGS INC,5/7/2022,3/1/2015,2021,1081.233,59,"CEO, President & Director",MALE,Las Vegas,NV,SWX,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SWX
Karen S. Haller,SOUTHWEST GAS HOLDINGS INC,Current,5/6/2022,2023,874.796,59,"President, CEO & Director",FEMALE,Las Vegas,NV,SWX,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SWX
Charles E. Scharlau,SOUTHWESTERN ENERGY CO,12/31/1998,1/1/1972,1998,468,71,chmn. & CEO,MALE,Spring,TX,SWN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SWN
Harold M. Korell,SOUTHWESTERN ENERGY CO,5/19/2009,1/1/1999,2008,675,63,chairman & CEO,MALE,Spring,TX,SWN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SWN
Steven L. Mueller,SOUTHWESTERN ENERGY CO,1/6/2016,5/19/2009,2015,935,62,"Chairman, Chief Executive Officer and Co-Chairman of Ad Hoc Technical Committee",MALE,Spring,TX,SWN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SWN
William J. Way,SOUTHWESTERN ENERGY CO,Current,1/6/2016,2023,990.385,64,"President, CEO & Director",MALE,Spring,TX,SWN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SWN
Bill D. Helton,SOUTHWESTERN PUBLIC SVC CO,Current,10/1/1990,1996,318.333,58,chmn. & CEO,MALE,Amarillo,TX,NCE2,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NCE2
Carl A. Lombardi,SPACELABS MEDICAL INC,Current,6/26/1992,2000,440,57,"chairman, president & CEO",MALE,Issaquah,WA,SLMD,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SLMD
Craig C. Sturken,SPARTANNASH CO,10/15/2008,3/3/2003,2008,549.039,65,chairman,MALE,Grand Rapids,MI,SPTN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SPTN
Dennis Eidson,SPARTANNASH CO,Current,10/15/2008,2020,1146.923,66,Chairman and Chief Executive Officer,MALE,Grand Rapids,MI,SPTN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SPTN
David M. Staples,SPARTANNASH CO,8/12/2019,5/23/2017,2018,840.385,55,"Chief Executive Officer, President, Chief Operating Officer and Director",MALE,Grand Rapids,MI,SPTN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SPTN
Tony Bashir Sarsam,SPARTANNASH CO,Current,9/21/2020,2023,980.769,61,"President, CEO & Director",MALE,Grand Rapids,MI,SPTN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SPTN
Jeffrey P. Rhodenbaugh,SPECIALTY EQUIPMENT COS INC,Current,5/1/1997,1999,364,46,"pres., CEO & COO & CEO-sub",MALE,Rockton,IL,SEC,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SEC
Fred J. Fowler,SPECTRA ENERGY CORP,1/1/2009,1/2/2007,2008,1010,62,president & CEO,MALE,Houston,TX,SE.7,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SE.7
Gregory Lorne Ebel,SPECTRA ENERGY CORP,2/27/2017,1/1/2009,2016,1133,52,"Chairman, Chief Executive Officer and President",MALE,Houston,TX,SE.7,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SE.7
Stephen H. Clark,SPECTRASITE INC,Current,,2004,375,60,CEO,MALE,Cary,NC,SSI.2,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SSI.2
